PK_CLIENTES;customer_key;customer;customer_type;phone;line_of_business
8c5926fcf1d36a3a3cb9c8981faf3f20b0f3eb5f9f86626da3baaba3586e30b7;10025251;Time Supermarket;G2;816-455-8733;Não informado
dab2b5ae81c8aa7a9dc41dc7461925ed23d4a819a1785f19f3dc29f5b794ac46;10012157;Fifth Store;G2;816-455-8733;Não informado
60760f2eb585c5affa357565b7703c7f2cccea1e470acbbf6d44e75cad39fa98;10022470;Racal Store;G2;816-455-8733;Não informado
96b1b47412162026157661aa9b1b3af320a5e361f3dec2a1afccd1c010da4caf;10007134;C&C Shop;G2;816-455-8733;M1
72052e5160ff44c6ac390ec453b2dd674e69375e16892381e43c7623b1815a86;10024260;Sigma Supermarket;G2;816-455-8733;Não informado
e69782ccc1e61297eb299c835992acbedbdbce5273ef45f02f42646e264308f7;10000466;A2Z Store;G2;816-455-8733;Não informado
4839ceb2a7f3a7dd3279245d6e7f381f1a909e0c74810be915d74f56c633a4a6;10020281;Mb Market;G1;816-455-8733;M1
4113e3a190b7c1ad3fa13091eada9dcbfe975ec1837c6468d07b2640d9adc7b5;10000478;Abacus Market;G2;816-455-8733;Não informado
470794638b339900080346f6de4aadedc30df747a8606a08685174fe31bd6c40;10011981;FIBERWORKS Shop;G2;816-455-8733;Não informado
10bf383ab37cf2ee43c14a8d52e45a31e7fe0f1ee872c8ecdca8be69f8356e9b;10019617;Kool-Seal Shop;G2;816-455-8733;Não informado
d51ee21f1e74cc9f77909e525a96cc4ac2a800f1b47fda6ac22c377228456b3a;10019665;Labatt Supermarket;G2;816-455-8733;M1
42cadcc176a3af10f7ce7ac0cc91720dab1a48fc4746456f9783e1971863ccd1;10017828;Lee Megastore;G2;816-455-8733;Não informado
2de8d703faed02500df1488229dd1ca348664191b6625863593e50a1f61059c5;10020907;Onebox Shop;G1;816-455-8733;Não informado
495457d95f787e68885d2a76ee82d0368562ebec1e2b8a9df9c6a4a62cc93a4c;10003554;Ad Supermarket;G1;816-455-8733;M1
f9000d55125cf682bc247409dc1fa785680917957039e90567bdfe378b56846b;10010990;Elbit Market;G2;816-455-8733;Não informado
d76c9cd65ef8f88bb52f91feb94261c8da799ce19214e805fee68e6af242b816;10023524;Salias Gigaplace;G2;816-455-8733;Não informado
bad2af72a891ddc8778fc5a559e405bf804b421b963ff45943ca977686493b92;10021175;Pacific Supermarket;G2;816-455-8733;Não informado
149dfb956037b5b8dc02ce01f9c3428cd9c63347f1b804bef059ae2f0969bfb2;10026023;VEI Shop;G2;816-455-8733;Não informado
ffceef09ec549e6106b7592e80f54fcce04ea846ee29af4671a5a46f50ed1ae9;10024499;Soloman Market;G2;816-455-8733;Não informado
